itration,accuracy
0,0.8084496956677407
1,0.841031149301826
2,0.9226638023630503
3,0.9226638023630503
4,0.92015753669889
5,0.9226638023630503
6,0.9087003222341569
7,0.9151450053705693
8,0.9226638023630503
9,0.9237379162191193
