itration,accuracy
0,0.7891156462585034
1,0.8922305764411028
2,0.9226638023630503
3,0.9226638023630503
4,0.9219477264590047
5,0.9230218403150734
6,0.9233798782670964
7,0.9158610812746151
8,0.9219477264590047
9,0.9237379162191193
