itration,accuracy
0,0.9571947154636127
1,0.94805878304522
2,0.8380227521152996
3,0.7430738296695132
4,0.8630554768362948
5,0.8437715072264281
6,0.8553634805608403
7,0.8205335816363707
8,0.9012185741467958
9,0.8906387055854685
