itration,accuracy
0,0.9567898735543754
1,0.9536725908532727
2,0.8962390186632105
3,0.871719093693912
4,0.8422331079713383
5,0.8193055611783591
6,0.8150277316707818
7,0.8446216752358192
8,0.8245685059984086
9,0.9818360930056823
